RPT_PERIOD,R_S_NAME,PROD_NAME,PORT_CITY,PORT_STATE,GCTRY_CODE,CNTRY_NAME,QUANTITY,SULFUR
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2116,0.89
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,714,5.77
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,1099,0.26
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,999,3.95
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,926,0.18
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",2197,0.25
Jan-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,2589,3.35
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,510,2.16
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,516,2.84
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,502,2.87
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,538,2.87
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",495,3.87
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,503,2.84
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,503,2.85
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,484,2.6
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,500,2.85
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,502,2.88
Jan-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,502,2.87
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",1997,0.89
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,232,BRUNEI,525,0.17
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,464,5.77
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,548,0.26
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1487,0.18
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1521,0.25
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1051,3.35
Feb-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,475,0.15
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,510,1.98
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,502,2.82
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,475,2.43
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,493,2.41
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,537,1.91
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,301,3.85
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,343,1.85
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,504,2.6
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,503,1.9
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,511,1.98
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,510,2.37
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,464,2.34
Feb-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,517,1.96
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",529,0.89
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",527,0.89
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",523,0.89
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",517,0.89
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",528,0.89
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,970,0.18
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1132,0.25
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,525,3.35
Mar-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1809,0.17
Mar-00,"CROWN CENTRAL PETRO CORP","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,473,0.18
Mar-00,"CROWN CENTRAL PETRO CORP","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,500,0.2
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,509,1.98
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,501,2.75
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,535,2.06
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",501,3.84
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,506,2.74
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,521,2.17
Mar-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,510,1.99
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2095,0.89
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,718,5.77
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,2282,0.18
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",2110,0.25
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1575,3.35
Apr-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,911,0.17
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,508,1.98
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,487,2.39
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,508,2.15
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,358,2.4
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,480,2.37
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,460,2.18
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,559,1.98
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,526,2.39
Apr-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,352,0.65
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2625,0.89
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",512,2.55
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1315,0.15
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,1315,3.22
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,548,0.17
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1557,3.29
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1425,0.11
May-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1570,0.25
May-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,508,2.44
May-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,525,2.07
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2605,0.89
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,439,5.77
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,400,3.95
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,150,ARGENTINA,577,0.18
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1967,0.18
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1573,0.25
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1576,3.35
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,474,0.11
Jun-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,425,0.15
Jun-00,"CROWN CENTRAL PETRO CORP","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,497,0.16
Jun-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,515,2.18
Jun-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,524,2.76
Jun-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,561,1.92
Jun-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,513,2.1
Jun-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,524,2.05
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,1379,0.18
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1679,0.25
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,2103,3.35
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,614,5.77
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,480,2.07
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,990,3.95
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,425,0.4
Jul-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2628,0.89
Jul-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,539,2.61
Jul-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,520,3.86
Jul-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,523,2.59
Jul-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,463,2.37
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2628,0.89
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,480,2.07
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,614,5.77
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,1100,0.26
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1713,0.25
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1052,3.35
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,427,0.15
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,568,0.6
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,462,0.18
Aug-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,990,3.95
Aug-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,525,2.07
Aug-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,527,2.17
Aug-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,518,2.79
Aug-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,519,2.85
Aug-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,522,2.89
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2602,0.89
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,400,2.07
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,203,5.77
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1576,3.35
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,960,0.15
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,552,0.11
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,475,0.14
Sep-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1727,0.25
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,518,2.7
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,499,2.37
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,515,2.61
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,517,2.63
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,478,4.46
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,506,2.6
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,526,2.25
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,526,0.09
Sep-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,557,2.42
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2626,0.89
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,495,3.95
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,601,5.77
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,475,0.14
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1727,0.25
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1576,3.35
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,960,0.15
Oct-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,552,0.11
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,484,1.9
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,523,2.12
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,502,2.3
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,525,2.15
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,518,2.94
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,550,2.82
Oct-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,526,2.16
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",1586,0.89
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,739,3.95
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,367,5.77
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,47,3.73
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1667,0.25
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,2628,3.35
Nov-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,740,0.11
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,527,2.02
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,526,2.21
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,535,2.74
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,468,2.4
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,518,2.89
Nov-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,562,1.98
Dec-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",2098,0.89
Dec-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,466,3.95
Dec-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,686,5.77
Dec-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",1715,0.25
Dec-00,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,2612,3.35
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,466,2.38
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,509,2.19
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,512,2.1
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,528,3.2
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,540,2.88
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,507,2.96
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,503,2.87
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,529,2.35
Dec-00,"LYONDELL CITGO REFG LP","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,540,2.19
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,785,"SAUDI ARABIA",2107.0,0.89
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,520,KUWAIT,1708.0,3.95
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,415,GUATEMALA,196.0,5.77
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,285,COLOMBIA,603.0,0.5
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,887,"TRINIDAD & TOBAGO",1711.0,0.25
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,595,MEXICO,1579.0,3.35
0101,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,670,NIGERIA,492.0,0.18
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,508.0,2.28
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,507.0,2.25
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,508.0,2.26
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,543.0,2.23
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,465.0,2.31
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,501.0,2.18
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,492.0,2.72
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,504.0,2.16
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,491.0,2.16
0101,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,486.0,2.7
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,785,"SAUDI ARABIA",2048.0,0.89
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,670,NIGERIA,526.0,0.11
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,520,KUWAIT,410.0,3.95
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,415,GUATEMALA,422.0,5.77
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,670,NIGERIA,300.0,0.17
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,285,COLOMBIA,561.0,0.5
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,887,"TRINIDAD & TOBAGO",449.0,0.25
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,595,MEXICO,1578.0,3.35
0102,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,670,NIGERIA,540.0,0.18
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,486.0,2.2
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,560.0,2.92
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,491.0,2.16
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,493.0,2.14
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,461.0,2.3
0102,"LYONDELL CITGO REFG LP","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,940,VENEZUELA,518.0,2.91
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,785,"SAUDI ARABIA",1547.0,0.89
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,670,NIGERIA,478.0,0.11
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,520,KUWAIT,470.0,3.95
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,415,GUATEMALA,613.0,5.77
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,785,"SAUDI ARABIA",448.0,0.87
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,285,COLOMBIA,947.0,0.5
0103,"AMOCO OIL CO","CRUDE OIL,FOREIGN","GALVESTON, TX",TX,887,"TRINIDAD & TOBAGO",1758.0,0.25
